"ID"	"X"	"Y"	"L"
2873	19.28	3.07	90.33
2874	15.24	2.17	10.25
2875	1.1	14.78	10.94
2876	0.32	10.59	10.72
2877	15.67	8.73	44.77
2878	4.31	13.97	10.68
2879	2.83	14.21	10.42
2880	18.74	13.97	90.61
2881	17.59	12.5	90.04
2882	9.27	4.57	19.87
2883	2.72	9.52	3.62
2884	10.56	12.79	57.06
2885	10.84	14.24	38.16
2886	1.99	5.55	72.51
2887	3.04	10.23	10.28
2888	8.93	1.9	14.39
2889	4.76	12.7	10.06
2890	6.88	5.66	53.31
2891	5.25	7.09	23.3
2892	2.91	0.96	90.24
2893	16.07	5.09	45.81
2894	4.2	7.82	5.15
2895	13.89	10.93	15.87
2896	8.79	12.8	40.29
2897	15.13	11.57	90.69
2898	10.26	5.95	45.8
2899	9.73	14.48	34.22
2900	8.02	14.29	85.66
2901	7.56	6.46	92.56
2902	9.37	11.74	25.58
2903	2.54	6.48	38.38
2904	13.58	4.89	99.26
2905	7.98	12.05	96.78
2906	14.33	11.51	68.92
2907	13.89	13.93	28.11
2908	11.27	12.61	16.77
2909	13.27	7.15	55.56
2910	8.07	12.7	41.69
2911	12.47	9.64	50.18
2912	14.38	6.67	26.19
2913	5.31	1.85	9.79
2914	2.6	2.24	90.77
2915	12.03	2.15	13.64
2916	8.25	13.05	65.83
2917	17.09	9.17	64.43
2918	12.62	8.3	25.47
2919	11.52	10.38	10.33
2920	1.67	14.33	10.58
2921	9.95	9.5	70.95
2922	11.54	1.97	19.69
2923	7.44	8.09	35.63
2924	15.77	9.23	46.05
2925	14.9	10.69	87.1
2926	16.88	11.9	90.42
2927	5.99	4.66	30.17
2928	0.17	10.76	10.81
2929	18.83	13	90.59
2930	8.32	2.15	1.17
2931	1.36	0.14	90.4
2932	19.79	12.08	90.74
2933	5.75	8.41	16.81
2934	13.37	13.39	60.85
2935	13.46	9.29	17.33
2936	9.54	3.98	94.9
2937	3.61	12.46	10.2
2938	3.81	14.35	10.72
2939	19.57	10.86	90.06
2940	17.89	4.65	10.71
2941	6.11	12.11	95.31
2942	14.7	8.8	72.6
2943	16.29	1.69	90.66
2944	12.31	0.97	11.13
2945	18.02	5.13	93.74
2946	3.51	0.73	90.51
2947	16.25	4.3	90.41
2948	10.56	13.8	72.12
2949	8.44	10.68	5.08
2950	12	1.25	42.62
2951	16.85	3.97	10.83
2952	0.64	10.79	10.18
2953	13.2	1.65	13
2954	4.09	14.74	10.34
2955	10.95	9.7	70.86
2956	1.35	6.05	86.43
2957	7.77	2.15	97.99
2958	1.96	0.34	90.96
2959	19.94	13.07	90.48
2960	10.15	13.79	53.27
2961	6.56	1.94	10.91
2962	5.8	6.78	45.29
2963	7.9	9.21	1.32
2964	16.94	13.23	90.69
2965	7.13	2.35	39.94
2966	18.45	8.79	18.77
2967	16.51	0.57	10.54
2968	11.54	8.76	57.3
2969	16.27	2.52	10.91
2970	7.12	9.95	75.85
2971	3.12	11.93	10.34
2972	17.89	14.77	90.11
2973	2.88	3.32	90.27
2974	16.85	9.21	3.1
2975	5.6	2.6	1.62
2976	19.05	2.98	90.58
2977	10.96	3.47	95.68
2978	18.76	6.7	27.52
2979	18.4	3.65	10.61
2980	4.3	8.76	50.48
2981	19.47	3.84	10.95
2982	14.61	7.42	17.44
2983	1.92	5.6	94.89
2984	19.76	5.39	40.29
2985	3.49	2.26	90.72
2986	17.88	4.62	10.9
2987	18.99	4.87	90.21
2988	3.73	9.8	86.23
2989	8.2	10.46	72.42
2990	16.77	5.81	33.11
2991	1.16	6.9	99.14
2992	10.99	4.15	86.75
2993	14.91	10.63	34.45
2994	12.54	4.83	19.56
2995	8.64	12.74	57.15
2996	14.25	2.42	45.32
2997	11.71	3.29	61.75
2998	10.78	14.24	33.96
2999	16.48	10.54	90.05
3000	18.71	11.08	90.71
3001	5.12	11.38	58.63
3002	9.5	3.54	33.77
3003	14.08	1.19	51.58
3004	7.34	2.48	95.26
3005	13.04	6.47	92.49
3006	0.19	2.77	90.27
3007	2.25	1.74	90.55
3008	9.6	8.43	66.32
3009	16.38	8.75	88.37
3010	12.05	5.78	89.4
3011	8.72	6.46	50.45
3012	19.17	9.54	88.41
3013	11.36	8.34	75.61
3014	18.71	8.48	44.75
3015	6.87	2.28	9.26
3016	1.05	3.43	90.16
3017	2.93	10.82	10.49
3018	18.24	13.06	90.93
3019	6.93	13.57	37.41
3020	5.25	0.4	34.74
3021	14.17	6.6	93.35
3022	4.14	14.67	10.88
3023	8.37	1.96	16.9
3024	2.04	4.06	90.94
3025	13.43	14.39	45.03
3026	13.03	1.41	20.3
3027	17.2	5.34	67.51
3028	19.26	4.6	90.62
3029	18.18	13.07	90.01
3030	8.64	14.47	73.15
3031	18.02	10.17	90.76
3032	9.16	8.68	33.77
3033	19.69	3.54	90.16
3034	3.71	11.99	10.67
3035	0.97	5.72	43.13
3036	3.21	9.89	20.3
3037	8.47	4.7	67.63
3038	10.98	14.24	67.08
3039	12.68	10.34	80.56
3040	0.59	9.57	50.76
3041	2.1	8.09	52.85
3042	12.01	9.97	56.43
3043	15.22	3.98	90.83
3044	2.94	10.93	10.54
3045	0.42	4.78	90.91
3046	11.97	12.86	79.87
3047	13.18	6.44	71.67
3048	3.91	2.36	90.93
3049	3.18	9.36	68.29
3050	3.19	14.51	10.44
3051	18.3	13.65	90.99
3052	1.29	14.77	10.3
3053	6.28	13.34	96.67
3054	8.41	2.78	50.13
3055	8.72	0.62	89.77
3056	9.82	2.02	58.76
3057	16.44	4.43	90.94
3058	10.38	5.17	79.14
3059	4.34	11.42	10.98
3060	5.5	11.87	62.71
3061	0.2	11.1	10.67
3062	1.28	1.01	90.01
3063	5.22	11.11	55.79
3064	16.4	10.91	90.98
3065	15.76	12.33	90.95
3066	10.04	5.34	22.83
3067	6.74	4.76	18.29
3068	9.94	5.29	19.68
3069	19.12	10.33	90.32
3070	10.73	8.05	24.21
3071	16.38	10.75	90.52
3072	9.36	12.97	76.5
3073	2.63	14.12	10.37
3074	5.29	9.56	0.58
3075	3.64	9.49	64.67
3076	15.39	8.88	73.34
3077	14.35	4.95	67.04
3078	2.39	9.21	34.79
3079	2.52	3.83	90.71
3080	2.24	7.95	81.39
3081	2.54	12.9	10.29
3082	10.87	9.76	16.31
3083	19.74	14.5	90.9
3084	19.78	2.68	10.71
3085	3.69	13.87	10.74
3086	6.89	0.67	34.42
3087	13.68	13.7	25.51
3088	11.13	0.96	66.41
3089	6.33	7.42	87.2
3090	11.2	9.12	50.4
3091	7.78	11.13	38.1
3092	5.7	13.22	65.04
3093	5.54	3.95	42.02
3094	9.99	9.35	1.76
3095	3.02	2.61	90.41
3096	0.19	6.57	50.41
3097	3.85	12.04	10.33
3098	6.87	2.16	86.15
3099	12.51	1.72	60.46
3100	8.83	1.99	34.51
3101	10.38	9.28	84.93
3102	5.38	1.81	66.41
3103	14.59	0.06	98.99
3104	18.23	4.89	90.14
3105	7.69	6.37	53.06
3106	1.95	2.21	90.2
3107	1.05	4.9	90.97
3108	18.55	12.91	90.09
3109	16.1	9.04	44.55
3110	12.42	10.91	6.6
3111	0.45	11.87	10.97
3112	8.7	10.44	87.66
3113	16.32	12.77	90.09
3114	15.56	5.94	16.53
3115	4.83	12.04	10.56
3116	11.77	0.07	74.91
3117	15.68	9.81	39.29
3118	10.13	3.04	67.06
3119	15.4	9.83	86.12
3120	5.54	6.87	57.66
3121	6.68	1.4	22.4
3122	15.16	7.1	76.62
3123	0.16	6.1	5.91
3124	0.49	0.1	90.27
3125	5.21	3.93	32.3
3126	19.65	7.28	93.88
3127	11.64	12.28	73.1
3128	14.37	7.13	7.52
3129	3.76	8.9	79.65
3130	15.87	2.29	10.33
3131	14.85	1.93	79.33
3132	2.27	13.58	10.73
3133	4.04	9.34	6.15
3134	19.96	0.82	90.9
3135	3.32	13.87	10.73
3136	8.48	5.49	3.53
3137	19.46	14.25	90.2
3138	18.41	5.3	5.76
3139	9.46	2.47	94.81
3140	10.03	11.1	1.05
3141	16.01	3.48	90.31
3142	13.88	3.52	48.65
3143	2.64	2.34	90.07
3144	7.32	7.27	78.21
3145	9.89	14.19	13.53
3146	10.82	11.88	98.64
3147	18	2	10.17
3148	4.55	6.17	58.55
3149	15.59	5.37	63.41
3150	12.04	9.23	63.3
3151	6.87	2.33	27.82
3152	16.92	5.04	89.99
3153	11.34	11.29	70.45
3154	10.04	6.15	67.71
3155	14.74	11.95	84.47
3156	4.29	9.74	89.46
3157	16.21	7.64	65.97
3158	3.18	7.02	9.46
3159	19.13	5.1	27.12
3160	0.7	4.8	90.58
3161	8.55	6.96	63.45
3162	11.53	2.13	80.5
3163	19.86	14.69	90.48
3164	10.04	12.39	60
3165	16.79	4.28	90.94
3166	10.9	4.46	12.48
3167	19.85	7.72	69.03
3168	14.57	10.12	50.02
3169	15.95	4.63	90.87
3170	18.2	2.69	90.84
3171	3.42	10.28	10.51
3172	14.89	11.05	67.33
3173	6.14	13.09	96.5
3174	13.22	8.37	98.31
3175	12.57	14.76	58.11
3176	0.8	1.47	91
3177	10.33	12.72	73.48
3178	1.94	1.22	90.92
3179	3.21	9.89	26.94
3180	14.74	11.44	52.01
3181	11	12.95	84.34
3182	9.26	6.29	0.48
3183	0.19	1.51	90.57
3184	0.47	14.51	10.76
3185	4.53	9.51	93.59
3186	5.83	13.57	35.53
3187	17.49	6.63	64.19
3188	17.9	11.7	90.34
3189	9.86	6.96	74.83
3190	1.88	3.79	90.15
3191	3.55	13.19	10.92
3192	0.22	4.03	90.19
3193	8.02	12.11	68.2
3194	19.43	5.4	2.49
3195	7.98	6.15	32.9
3196	4.83	10.45	10.2
3197	4.97	4.37	90.67
3198	2.08	9.1	36.77
3199	3.86	8.43	14.69
3200	9.94	12.78	79.72
3201	7.02	5.41	69.78
3202	9.63	13.51	83.87
3203	3.93	10.4	10.57
3204	0.49	8.81	97.51
3205	7.46	6.3	2.7
3206	8.8	8.04	52.41
3207	17.69	9.73	33.76
3208	4.76	10.86	10.42
3209	15.3	12.54	90.91
3210	0.89	8.01	42.6
3211	2.14	13.25	10.95
3212	1.53	3.86	90.63
3213	0.09	12.62	10.61
3214	15.51	3.9	90.54
3215	9.06	3.15	34.74
3216	10.56	4.15	99.34
3217	2.98	3.27	90.6
3218	3.39	12.4	10.97
3219	13.85	4.8	45.8
3220	16.22	3	10.73
3221	2.86	14.76	10.97
3222	12.23	1.96	21.08
3223	11.54	3.41	30.96
3224	11.36	7.69	18.49
3225	14.03	12.97	23.13
3226	8.24	12.12	56.07
3227	3.11	7.15	54.57
3228	8.38	2.33	90.42
3229	18.29	6.61	48.36
3230	1.55	0.38	90.15
3231	18.92	8.85	58.05
3232	7.39	14.2	57.78
3233	14.92	8.95	69.44
3234	1.35	10.85	10.53
3235	14.65	3.94	88.31
3236	1.35	0.34	90.48
3237	15.9	2.13	10.82
3238	7.74	11.49	62.34
3239	1.09	9.69	8.79
3240	8.42	8.5	33.44
3241	7.93	12.09	51.61
3242	14.17	10.38	72.92
3243	16.66	3.09	10.92
3244	7.85	12.8	78.2
3245	5.17	14.64	53.29
3246	18.97	3.17	90.36
3247	13.71	6.24	9.64
3248	15.32	8.26	78.19
3249	2.85	0.15	90.66
3250	5.8	8.19	55.73
3251	2.45	0.03	90.78
3252	9.92	11.25	22.14
3253	18.08	6.27	2.67
3254	7.66	9.74	92.57
3255	9.02	0.56	3.7
3256	7.83	0.83	91.7
3257	7.89	13.52	73.61
3258	0.45	12.98	10.63
3259	9.33	9.93	43.87
3260	4.36	11.74	10.97
3261	4.19	14.06	10.97
3262	15.23	6.3	76.05
3263	12.9	8.93	42.55
3264	19.75	5.05	44.64
3265	5.98	4.77	4.3
3266	7.76	9.4	80.95
3267	17.7	7.87	94.94
3268	3.36	0.5	90.17
3269	13.14	13.89	1.99
3270	8.5	4.88	65.85
3271	4.03	2.62	90.41
3272	15.87	1.34	10.02
3273	18.93	6.34	53.64
3274	19.36	0.4	90.93
3275	0.66	4.64	90.52
3276	9	7.31	71.48
3277	0.51	14.33	10.45
3278	6.85	12.35	94.5
3279	6.91	13.09	58.37
3280	7.02	13.87	18.74
3281	8.49	5.85	32.62
3282	16.32	7.44	90.95
3283	17.64	1.79	10.75
3284	8.15	7.4	49.92
3285	14.36	14.25	51.47
3286	4.93	6.64	37.15
3287	17.28	9.95	93.59
3288	3.13	8.67	3.9
3289	6.74	3.31	65.44
3290	6.21	13.38	29.93
3291	11.92	4.54	16.22
3292	10.98	4.71	8.79
3293	17.03	11.82	90.84
3294	16.61	12.13	90.86
3295	19.26	0.51	10.27
3296	16.81	5.27	25.01
3297	5.03	10.24	43.32
3298	1.16	2.08	90.97
3299	3.42	5.3	67.42
3300	19.15	12.94	90.68
3301	17.71	3.47	90.43
3302	7.3	2.95	54.89
3303	9.92	0.51	18.32
3304	14.61	14.1	87.25
3305	19.63	1.05	90.66
3306	18	8.23	22.8
3307	4.25	2.99	90.43
3308	3.29	3.61	90
3309	7.65	1.88	81.15
3310	6.93	3.29	44.82
3311	18.87	2.32	90.27
3312	2.02	11.97	10.55
3313	5.23	13.8	3.07
3314	5.38	9.83	8.17
3315	4.94	1.35	90.14
3316	14.64	12.21	90.4
3317	3.38	6.35	71.34
3318	19.76	3.99	90.06
3319	6.93	13.07	14.57
3320	6.97	4.6	43.54
3321	6.23	4.62	55.79
3322	18.38	1.96	10.73
3323	9.51	14.84	3.95
3324	16.68	3.74	90.3
3325	6.58	9.07	10.91
3326	6.07	1.21	49.21
3327	17.93	10.2	90.97
3328	14.47	12.58	71.09
3329	15.49	4.77	10.86
3330	5.78	5.59	80.58
3331	6.52	9.14	46.57
3332	10.43	6.26	59.39
3333	13.5	3.91	74.56
3334	12.81	13.63	58.6
3335	2.96	5.38	5.65
3336	8.04	0.06	87.28
3337	1.27	4.61	90.63
3338	5.67	12.28	22.96
3339	6.59	11.95	4.02
3340	8.45	10.73	70.52
3341	10.76	7.89	76.28
3342	1.5	4.48	90.89
3343	10.74	13.55	88.47
3344	9.65	14.94	67.32
3345	2.31	0.33	90.88
3346	6.72	2.05	73.11
3347	18.89	0.38	90.91
3348	0.09	8.96	56.47
3349	7.76	3.4	53.71
3350	4.69	6.02	24.01
3351	14.18	14.56	60.03
3352	14.52	6.5	29.37
3353	4.88	10.78	10.16
3354	17.08	10.81	90.12
3355	10.83	3.36	5.76
3356	6.99	9.02	17.03
3357	11.09	10.35	58.55
3358	17.62	6.13	3.01
3359	4.12	11.46	10.19
3360	2.96	3.34	90.63
3361	12.08	6.31	19.16
3362	14.66	12.29	11.38
3363	4.41	8.85	16.27
3364	17.22	0.49	90.67
3365	12.57	9.95	6.04
3366	2.26	13.39	10.06
3367	14.27	6.29	28.52
3368	16.76	13.6	90.33
3369	11.01	5.96	17.71
3370	2.94	6.86	44.48
3371	18.99	8.94	18.11
3372	1.23	1.72	90.48
3373	5.05	1.96	50.11
3374	3.88	13.42	10.42
3375	3.67	1.59	90.53
3376	19.63	13.63	91
3377	18.67	4.54	10.58
3378	8.45	2.04	25.19
3379	11.92	13.55	75.83
3380	14.33	1.03	23.17
3381	3.71	13.36	10.05
3382	3.23	5.41	48.06
3383	4.06	5.06	4.4
3384	2.63	9.3	31.48
3385	5.29	10.8	57.31
3386	0.12	2.26	90.43
3387	2.19	14.73	10.98
3388	18.38	11.27	90.88
3389	10.07	14.07	51.99
3390	4.8	6.94	4.6
3391	18.91	14.44	90.21
3392	0.65	6.86	21.71
3393	0.8	8.43	2.22
3394	19.87	11.25	90.65
3395	3.72	14.56	10.68
3396	5.51	2.71	46.47
3397	5.65	4.69	45.92
3398	7	6.57	12.19
3399	0.86	13.84	10.37
3400	8.13	4.74	3.54
3401	9.8	11.95	28.76
3402	16.23	4.75	90.77
3403	3.02	0.02	90.33
3404	7.39	8.69	18.69
3405	12.25	12.99	61.06
3406	12.66	0.62	77.4
3407	8.76	5.53	27.26
3408	5.96	8.03	22.81
3409	3.49	0.27	90.55
3410	1.26	0.2	90.07
3411	14.48	6.38	51.34
3412	11.17	9.93	36.61
3413	9.97	14	11.63
3414	14.92	5.14	98.38
3415	5.39	4.43	89.91
3416	19.45	4.37	10.37
3417	7.73	0.43	68.43
3418	2.06	3.15	90.57
3419	5.85	1.72	27.06
3420	6.56	14.73	14.78
3421	12.12	0.96	2.39
3422	12.63	4.18	26.45
3423	5.51	1.15	80.76
3424	16.96	3.75	10.22
3425	4.47	4.64	90.84
3426	18.19	12.16	90.68
3427	0.43	2.86	90.85
3428	9.76	4.88	3.12
3429	9.4	7.91	18.49
3430	19.93	2.72	10.25
3431	18.85	2.22	10.08
3432	13.55	5.36	32.13
3433	16.59	0.13	90.17
3434	5.02	0.12	99.6
3435	10.72	5.67	41.67
3436	5.08	6.64	13.07
3437	1.25	4.48	90.77
3438	1	4.39	90.55
3439	4.67	14.88	10.23
3440	14.99	13.83	62.95
3441	15.84	1.66	10.4
3442	7.98	11.85	86.52
3443	4.08	8.45	76.26
3444	5.48	6.81	60.4
3445	15.22	13.46	90.33
3446	0.47	12.2	10.85
3447	14.98	14.06	16.97
3448	10.36	2.22	13.11
3449	3.46	13.58	10.32
3450	10.3	3.6	60.13
3451	12.5	6.18	4.19
3452	16.57	3.77	90.55
3453	16.02	6.29	82.44
3454	8.7	13.01	14.05
3455	10.39	10.14	97.84
3456	10.07	8.24	51.39
3457	19.78	10.11	90.15
3458	1.19	11.95	10.96
3459	1.98	1.42	90.85
3460	19.65	3.42	10.06
3461	17.9	10.39	90.82
3462	14.8	10.28	92.81
3463	9.57	11.07	55.89
3464	18.54	11.09	90.06
3465	16.68	1.32	90.25
3466	5.32	0.41	97.71
3467	16.01	14.27	90.8
3468	7.35	11.7	18.58
3469	9.07	12.5	32.78
3470	19.34	13.29	90.81
3471	15.11	12.93	90.01
3472	4.06	6.57	59.01
3473	18.19	0.32	10.67
3474	0.5	2.97	90.5
3475	17.16	11.17	90.75
3476	9.51	0.13	63.31
3477	11.44	13.89	21.45
3478	18.25	11.13	90.6
3479	4.98	5.21	68.18
3480	18.15	4.36	10.5
3481	12.38	5.53	32.83
3482	0.45	2.17	90.45
3483	15.7	11.53	90.41
3484	8.75	8.37	43.25
3485	14.55	5.65	15.49
3486	10.89	1.13	94.23
3487	11.05	11.69	66.77
3488	14.92	1.58	3.29
3489	3.83	2.4	90.84
3490	7.21	13.1	7.48
3491	19.85	11.8	90.62
3492	2.35	2.46	90.38
3493	19.38	3.77	90.34
3494	1.71	6.41	98.98
3495	15.26	2.67	90.21
3496	3.62	12.85	10.55
3497	14.9	10.18	26.29
3498	3.01	6.72	66.61
3499	8.49	3.28	1.2
3500	0.09	1.3	90.18
3501	1.49	7.57	31.91
3502	12.78	0.82	38.06
3503	0.89	9.64	18.28
3504	2.95	3.78	90.02
3505	14.35	13.11	38.97
3506	13.78	13.69	57.62
3507	12.91	10.81	68.44
3508	6.56	7.65	76.87
3509	13.04	4.85	99.39
3510	4.23	14.08	10.08
3511	0.2	6.25	86.73
3512	9.72	8.01	0.97
3513	4.81	9.23	86.38
3514	15.34	5.79	82.17
3515	6.41	6.94	6.59
3516	1.55	1.38	90.37
3517	5.79	11.98	41.51
3518	9.5	5.64	15.47
3519	14.67	8.3	25.41
3520	11.74	3.99	37.8
3521	13.52	1.2	39.43
3522	18.75	5.14	71.31
3523	14.5	3.8	90.6
3524	6.74	1.05	62.38
3525	0.03	5.65	21.82
3526	11.43	7	70.24
3527	6.54	5.16	62.46
3528	15.04	3.07	90.03
3529	10.35	8.67	73.34
3530	8.76	14.7	56.03
3531	10.4	13.51	26.88
3532	13.2	13.47	59.37
3533	15.67	3.3	10.95
3534	18.96	7.48	21.91
3535	8.89	8.88	4.51
3536	17.76	12.41	90.75
3537	15.14	9.05	5.55
3538	7.03	0.64	28.71
3539	17.4	14.8	90.54
3540	15.29	4.64	10.44
3541	19.3	2.61	10.8
3542	0.62	6.49	92.89
3543	18.99	4.63	90.1
3544	7.11	1.02	96.91
3545	8.88	12.51	39.68
3546	12.54	13.63	60.26
3547	13.56	6.1	68.07
3548	18.14	8.45	43.48
3549	3.13	11.21	10.19
3550	17.73	8.34	71.18
3551	9.23	13.19	9.31
3552	15.21	11.74	90.21
3553	9.71	14.42	5.33
3554	17.13	0.4	10.03
3555	10.75	4.26	10.47
3556	17.04	5.34	87.22
3557	3.19	0.84	90.49
3558	3.88	0.56	90.15
3559	15.96	9.29	89.76
3560	3.88	4.82	90.56
3561	9.72	2.93	0.45
3562	3.86	9.13	97.16
3563	16.56	14.95	90.41
3564	0.47	0.39	90.08
3565	11.69	13.73	87.7
3566	19.44	6.87	20.67
3567	11.8	9.3	90.11
3568	13.44	3.3	82.12
3569	3.24	13.35	10.42
3570	19.19	12.82	90.05
3571	4.17	6.77	24.49
3572	14.7	3.92	26.04
3573	12.03	10	30.67
3574	16.18	7.62	81.92
3575	12.84	7.39	99.21
3576	16.27	7.45	95.35
3577	2.23	2.25	90.15
3578	9.45	12.88	11.14
3579	0.67	13.15	10.71
3580	13.71	5.86	54.4
3581	9.06	11.61	44.1
3582	0.44	5.44	71.08
3583	6.03	14.99	38.98
3584	6.84	6.69	3.25
3585	9.76	10.99	24.57
3586	16.36	0.88	90.89
3587	11.14	2.94	14.85
3588	6.65	7.13	63.47
3589	11.39	2.63	51.71
3590	7.25	14.9	88
3591	0.26	9.93	89.75
3592	10.44	11.78	2.97
3593	16.85	3.02	10.23
3594	3.07	4.24	90.12
3595	7.36	9.74	77.72
3596	9.78	9.62	53.11
3597	15.84	8.03	20.24
3598	16.25	10.84	90.87
3599	0.66	9.87	82.78
3600	18.81	11.3	90.97
3601	2.7	10.15	10.76
3602	12.9	3.97	91.45
3603	4.36	12.25	10.88
3604	11.73	6.85	76.01
3605	6.9	4.4	13.15
3606	3.52	6.86	39.35
3607	14.15	5.05	52.61
3608	17.42	1.43	10.07
3609	16.1	8.61	17.33
3610	7.73	11.92	25.49
3611	15.14	3.9	90.82
3612	10.21	1.51	40.31
3613	9.43	11.23	87.69
3614	12.61	5.57	65.74
3615	17.01	3.87	10.85
3616	12.26	3.57	15.21
3617	10.98	6.13	29.63
3618	2.95	7.27	86.94
3619	11.22	14.9	82.23
3620	5.67	9.14	70.74
3621	8.65	2.32	10.28
3622	14.06	10.57	51.9
3623	2.6	13.32	10.07
3624	0.16	1.2	90.22
3625	9.87	14.49	24.24
3626	14.7	11.6	90.09
3627	10.63	14.19	8.86
3628	14.41	7.45	36.39
3629	3.06	0.3	90.86
3630	0.27	13.65	10.23
3631	18.44	6.84	63.78
3632	1.17	6.46	64.26
3633	7.04	9.5	63.84
3634	3.45	7.69	96.23
3635	3.24	7.47	86.75
3636	6.11	11.2	94.46
3637	1.29	3.43	90.81
3638	7.51	4.42	36.63
3639	1.85	14.33	10.87
3640	6.13	10.23	41.5
3641	2.92	8.38	11.15
3642	7.59	10.79	49.53
3643	0.05	3.93	90.62
3644	3.83	9.95	33.22
3645	2.09	3.34	90.88
3646	6.98	14.71	18.05
3647	15.57	13.46	90.12
3648	10.43	6.96	58.42
3649	3.83	3.3	90.15
3650	3.36	9.31	24.24
3651	2.08	5.97	54.46
3652	0.52	11.45	10.23
3653	7.94	0.53	24.62
3654	18.49	1.5	10.42
3655	4.09	9.41	51.43
3656	0.17	9.8	72.91
3657	1.63	2.49	90.51
3658	6.28	3.98	46.21
3659	15.34	2.35	10.49
3660	16.17	13.44	90.24
3661	0.37	14.38	10.18
3662	10.66	5.62	22.05
3663	14.81	12.03	97
3664	15.96	11.83	90.38
3665	0.01	13.41	10.9
3666	19.65	8.48	60.82
3667	16.64	12.52	90.15
3668	10.1	3.43	41.15
3669	11.79	9.52	15.94
3670	5.83	1.37	25.88
3671	14.07	6.3	11.37
3672	17.67	4.35	10.34
3673	12.52	9.46	5.95
3674	1.63	13.93	10.14
3675	18.29	8.42	69.6
3676	12.73	12.68	9.52
3677	18.6	10.85	90.54
3678	7.25	1.25	4.1
3679	12.24	12.77	98.28
3680	7.57	3.53	30.24
3681	3.41	4.64	90.59
3682	0.8	6.82	80.67
3683	13.91	5.11	60.82
3684	18.86	2.56	10.71
3685	6.31	4.39	76.8
3686	8.9	6.54	97.53
3687	11.2	12.81	30.13
3688	17.32	13.66	90.95
3689	10.86	13.56	49.31
3690	10.37	2.05	67.12
3691	13.11	3.09	99.7
3692	7.54	6.14	36.92
3693	19.17	9.48	25.26
3694	8.44	6.38	56.87
3695	19.75	1.26	10.04
3696	14.42	9.31	37.01
3697	4.14	6.02	30.28
3698	18.64	1.19	10.51
3699	8.11	6.03	1.93
3700	0.86	1.55	90.64
3701	10.68	0.41	39.33
3702	0.88	14.71	10.56
3703	15.86	12.87	90.66
3704	19.93	14.53	90.94
3705	4.61	10.33	10.14
3706	16.16	11.64	90.59
3707	6.4	10.54	69.17
3708	17.14	3.3	90.96
3709	1.97	0.32	90.32
3710	3.41	11.53	10.2
3711	11.34	2.84	34.51
3712	16	14.67	90.09
3713	6.54	10.29	82.27
3714	0.75	12.68	10.4
3715	3.64	11.82	10.99
3716	10.56	13.64	15.36
3717	8.52	11.58	55.66
3718	11.78	5.58	16.63
3719	12.07	5.3	29.77
3720	19.21	5.24	37.84
3721	13.99	11.38	43.37
3722	9.42	10.26	11.67
3723	1.34	6.39	82.02
3724	8.43	3.91	72.22
3725	17.33	14.87	90.58
3726	19.37	6.95	36.9
3727	4.84	10.04	10.95
3728	14.02	12.75	50.63
3729	9.01	0.23	51.51
3730	12.1	10.98	65.1
3731	8.23	10.69	74.11
3732	14.62	13.14	8.11
3733	8.77	0.55	92.05
3734	12.18	13.61	49.04
3735	7.34	3.1	32.78
3736	7.35	2.89	80.97
3737	13.3	11.61	95.63
3738	16.15	3.72	90.11
3739	12.99	1.64	83.94
3740	9.98	2.95	39.53
3741	9.73	2.82	40.09
3742	10.64	11.16	85.92
3743	13.33	0.39	41.44
3744	5.57	12.34	25.35
3745	11.56	9.28	35.96
3746	0.69	2.52	90.07
3747	9.56	7.73	67.68
3748	8.85	11.87	11.97
3749	3.2	1.6	90.94
3750	10.61	11.58	20.64
3751	3.76	11.83	10.9
3752	10.6	9.38	48.01
3753	16.71	9.2	72.87
3754	6.3	2.9	82.68
3755	19.54	3.65	90.48
3756	19.04	10.8	90.64
3757	17.87	0.61	90.69
3758	19.96	3.97	90.36
3759	16.07	5.47	66.2
3760	3.31	8.04	33.66
3761	3.93	6.04	21.07
3762	9.96	12.66	99.82
3763	10.08	11.96	33.1
3764	1.39	13.65	10.63
3765	17.99	14.95	90.74
3766	13.79	1	22.21
3767	8.17	9.47	7.58
3768	17.67	14.38	90.28
3769	7.7	3.56	5.72
3770	0.43	6.88	18.19
3771	9.94	12.98	93.7
3772	11.05	8.79	3.78
3773	5	2.6	90.22
3774	17.27	8.62	68.58
3775	9.74	14.1	43.65
3776	10.49	14.85	9.91
3777	1.24	12.94	10.34
3778	10.06	4.24	19.45
3779	16.64	2.71	10.85
3780	12.22	11.77	41.87
3781	18.93	7.73	11.57
3782	5.01	3.39	58.01
3783	7.36	10.43	78.85
3784	19.17	11.36	90.13
3785	9.19	9.82	81.84
3786	3.67	7.12	10.8
3787	3.29	4.67	90.74
3788	16.67	4.9	10.65
3789	15.01	6.86	68
3790	19.96	10.47	90.68
3791	19.06	2.29	10.67
3792	2.13	1.74	90.75
3793	5.81	8.18	74.52
3794	16.89	4.27	10.65
3795	14.96	0.56	76.66
3796	5.41	10.85	8.77
3797	8.66	9.19	93.21
3798	10.71	13.39	60.57
3799	12.34	6.91	84.71
3800	17.32	5.06	68.21
3801	13.01	9.76	55.99
3802	9.34	11.02	29.7
3803	17.71	5.54	76.16
3804	0.95	2.95	90.48
3805	17.39	10.24	90.98
3806	2.6	1.02	90.56
3807	11.56	7.12	16.51
